"","gen1","gen2","gen3","gen4","gen5","gen6","gen7","gen8","gen9","gen10","gen11","gen12","gen13","gen14","gen15","gen16","gen17","gen18","gen19","gen20","gen21","gen22","gen23","gen24","gen25","gen26","gen27","gen28","gen29","gen30","gen31","gen32","gen33","gen34","gen35","gen36","gen37","gen38","gen39","gen40","gen41","gen42","gen43","gen44","gen45","gen46","gen47","gen48","gen49","gen50","gen51","gen52","gen53","gen54","gen55","gen56","gen57","gen58","gen59","gen60","gen61","gen62","gen63","gen64","gen65","gen66","gen67","gen68","gen69","gen70","gen71","gen72","gen73","gen74","gen75","gen76","gen77","gen78","gen79","gen80","gen81","gen82","gen83","gen84","gen85","gen86","gen87","gen88","gen89","gen90","gen91","gen92","gen93","gen94","gen95","gen96","gen97","gen98","gen99","gen100"
"rep11",7.350809,7.3471067,7.382543,7.38809645,7.41031025,7.3793696,7.36323815,7.38280745,7.39920335,7.4015834,7.3941788,7.38174965,7.40660795,7.4068724,7.37910515,7.3592714,7.37910515,7.3798985,7.3730228,7.37804735,7.3841297,7.37540285,7.3793696,7.36482485,7.3820141,7.36006475,7.39338545,7.3777829,7.3730228,7.38968315,7.38386525,7.3640315,7.3894187,7.36799825,7.3724939,7.36958495,7.3783118,7.4126903,7.37170055,7.35477575,7.3941788,7.38069185,7.37117165,7.3846586,7.3915343,7.37487395,7.39391435,7.37804735,7.3407599,7.3814852,7.41877265,7.3830719,7.37275835,7.3994678,7.3836008,7.3952366,7.3830719,7.36323815,7.3777829,7.37963405,7.3957655,7.393121,7.3814852,7.36323815,7.3947077,7.4031701,7.3629737,7.38915425,7.3952366,7.3693205,7.3555691,7.387832,7.37963405,7.3936499,7.40343455,7.387832,7.39655885,7.3793696,7.37170055,7.3904765,7.4158637,7.38227855,7.39126985,7.37434505,7.3650893,7.3904765,7.36641155,7.38280745,7.38174965,7.3894187,7.3603292,7.3724939,7.35266015,7.38968315,7.37434505,7.3962944,7.4137481,7.4063435,7.3846586,7.3904765
"rep12",7.36799825,7.3947077,7.37804735,7.37328725,7.3740806,7.37117165,7.38016295,7.39338545,7.382543,7.393121,7.3693205,7.37910515,7.36482485,7.3687916,7.4052857,7.39391435,7.38386525,7.3693205,7.366676,7.35318905,7.3804274,7.36588265,7.387832,7.3619159,7.35266015,7.38703865,7.3962944,7.340231,7.3862453,7.37751845,7.37910515,7.36059365,7.40131895,7.3571558,7.3999967,7.38333635,7.3740806,7.3714361,7.38280745,7.37011385,7.38756755,7.3598003,7.37593175,7.39761665,7.36006475,7.3941788,7.3862453,7.3783118,7.37751845,7.3761962,7.3978811,7.4058146,7.3841297,7.4137481,7.36852715,7.38122075,7.387832,7.3989389,7.35953585,7.40079005,7.37698955,7.3915343,7.37222945,7.3994678,7.37540285,7.377254,7.3751384,7.3947077,7.3746095,7.35847805,7.371965,7.40449235,7.3962944,7.37857625,7.37804735,7.3582136,7.38386525,7.3904765,7.377254,7.3862453,7.38333635,7.4174504,7.39920335,7.38492305,7.3883609,7.366676,7.3836008,7.38650975,7.37328725,7.3740806,7.3724939,7.3862453,7.3867742,7.382543,7.3698494,7.39444325,7.4105747,7.39602995,7.3486934,7.3867742
"rep13",7.36323815,7.40819465,7.39126985,7.39444325,7.3650893,7.38809645,7.39814555,7.37804735,7.38968315,7.3730228,7.3529246,7.38439415,7.39179875,7.3994678,7.36852715,7.40131895,7.39550105,7.3783118,7.39338545,7.38386525,7.39655885,7.3740806,7.3873031,7.40713685,7.3756673,7.3846586,7.3899476,7.35794915,7.40079005,7.366676,7.38386525,7.3645604,7.38174965,7.38069185,7.3751384,7.41136805,7.34578445,7.3592714,7.36641155,7.3936499,7.38756755,7.3650893,7.3598003,7.3661471,7.38280745,7.3460489,7.3756673,7.42617725,7.38174965,7.39602995,7.37434505,7.3777829,7.3793696,7.4031701,7.36694045,7.37751845,7.37698955,7.3703783,7.3798985,7.3793696,7.34790005,7.38756755,7.4095169,7.3989389,7.3476356,7.3910054,7.38915425,7.37910515,7.3756673,7.40343455,7.39285655,7.3703783,7.40713685,7.37857625,7.3687916,7.3814852,7.37381615,7.3619159,7.36059365,7.36905605,7.3873031,7.3994678,7.3830719,7.4084591,7.37381615,7.40079005,7.3809563,7.35054455,7.3841297,7.39285655,7.40872355,7.3846586,7.38809645,7.4031701,7.3677338,7.4074013,7.39391435,7.37593175,7.3820141,7.4216816
"rep14",7.37328725,7.3650893,7.3322975,7.38439415,7.38862535,7.3846586,7.39708775,7.39021205,7.4391353,7.3783118,7.3598003,7.37857625,7.3920632,7.3793696,7.36429595,7.356098,7.3857164,7.3904765,7.35689135,7.39602995,7.39497215,7.38174965,7.37222945,7.3978811,7.4005256,7.37804735,7.39841,7.393121,7.38862535,7.38545195,7.3894187,7.39179875,7.40607905,7.37434505,7.3682627,7.39814555,7.35900695,7.37910515,7.377254,7.3698494,7.3804274,7.3836008,7.3820141,7.38227855,7.3672049,7.3989389,7.3947077,7.4068724,7.3941788,7.3920632,7.4063435,7.403699,7.3925921,7.3809563,7.3566269,7.3873031,7.39285655,7.3820141,7.38227855,7.3873031,7.39550105,7.4174504,7.39497215,7.38915425,7.38756755,7.4005256,7.38862535,7.3873031,7.37646065,7.37804735,7.3910054,7.3820141,7.38598085,7.39708775,7.37434505,7.37117165,7.40819465,7.3936499,7.37381615,7.41718595,7.403699,7.3820141,7.3761962,7.37540285,7.38862535,7.39232765,7.39841,7.36006475,7.39285655,7.3968233,7.40819465,7.3645604,7.37434505,7.38756755,7.3492223,7.3820141,7.38545195,7.36482485,7.371965,7.35794915
"rep15",7.3873031,7.40184785,7.3661471,7.3798985,7.36694045,7.3857164,7.4253839,7.37540285,7.38122075,7.3746095,7.340231,7.36746935,7.37646065,7.361387,7.4010545,7.36482485,7.39021205,7.41031025,7.38545195,7.3539824,7.37540285,7.38809645,7.3851875,7.371965,7.3740806,7.36746935,7.3777829,7.33414865,7.3661471,7.3740806,7.3836008,7.36641155,7.37011385,7.37646065,7.3894187,7.38968315,7.37222945,7.36905605,7.3645604,7.36165145,7.3788407,7.3851875,7.3873031,7.36059365,7.3735517,7.3809563,7.37698955,7.37804735,7.3656182,7.3862453,7.3783118,7.3682627,7.3793696,7.36641155,7.37963405,7.35847805,7.36958495,7.37381615,7.3936499,7.40184785,7.3788407,7.37222945,7.36165145,7.3809563,7.36482485,7.38280745,7.38862535,7.39179875,7.37170055,7.3862453,7.377254,7.37434505,7.3635026,7.3529246,7.393121,7.37434505,7.3656182,7.4031701,7.3989389,7.39867445,7.37540285,7.3788407,7.3862453,7.38333635,7.38386525,7.38122075,7.3730228,7.3788407,7.39497215,7.39550105,7.3830719,7.37275835,7.3735517,7.37540285,7.35794915,7.36641155,7.37698955,7.3873031,7.39761665,7.38598085
"rep16",7.3968233,7.3804274,7.38968315,7.3545113,7.4111036,7.39761665,7.3814852,7.3640315,7.3788407,7.35266015,7.4010545,7.382543,7.37064275,7.38598085,7.38280745,7.37646065,7.3920632,7.39814555,7.3915343,7.36694045,7.3978811,7.37381615,7.38492305,7.38756755,7.3661471,7.3862453,7.40237675,7.35530465,7.37751845,7.38915425,7.3836008,7.37963405,7.3788407,7.40184785,7.40396345,7.387832,7.37275835,7.3883609,7.37804735,7.38069185,7.4116325,7.39338545,7.38968315,7.3709072,7.38915425,7.39021205,7.4153348,7.3677338,7.3788407,7.3899476,7.38439415,7.40502125,7.39285655,7.37857625,7.3735517,7.4095169,7.39841,7.3968233,7.37434505,7.39391435,7.39708775,7.35953585,7.37434505,7.40079005,7.3656182,7.3883609,7.3851875,7.3962944,7.3619159,7.3767251,7.3867742,7.39074095,7.356098,7.37804735,7.3994678,7.4163926,7.4111036,7.38386525,7.3904765,7.36112255,7.3761962,7.3862453,7.361387,7.39391435,7.356098,7.36482485,7.36852715,7.37487395,7.3650893,7.40607905,7.3629737,7.3836008,7.35424685,7.3857164,7.40502125,7.39126985,7.38809645,7.3888898,7.35318905,7.39841
"rep17",7.37328725,7.3629737,7.371965,7.3851875,7.3783118,7.38122075,7.42088825,7.3730228,7.36482485,7.3798985,7.4179793,7.37381615,7.41083915,7.39285655,7.3841297,7.40872355,7.38968315,7.3783118,7.40079005,7.4015834,7.403699,7.4047568,7.3915343,7.36376705,7.3920632,7.40925245,7.3857164,7.36376705,7.3883609,7.39708775,7.38809645,7.39920335,7.3947077,7.4021123,7.36958495,7.3682627,7.38016295,7.40343455,7.38809645,7.4079302,7.38968315,7.35583355,7.3936499,7.38545195,7.33732205,7.3645604,7.3693205,7.41401255,7.3820141,7.38598085,7.38968315,7.3899476,7.3820141,7.38650975,7.3910054,7.3947077,7.3693205,7.3619159,7.4163926,7.35636245,7.3809563,7.3941788,7.3973522,7.38598085,7.36746935,7.39391435,7.39232765,7.34313995,7.4148059,7.3904765,7.40396345,7.38227855,7.38227855,7.36588265,7.3788407,7.36059365,7.39708775,7.3793696,7.33785095,7.35636245,7.387832,7.39708775,7.3714361,7.38862535,7.3888898,7.38227855,7.361387,7.4005256,7.3989389,7.4026412,7.38069185,7.3888898,7.38915425,7.39285655,7.39867445,7.37593175,7.39232765,7.3645604,7.3883609,7.38016295
"rep18",7.3999967,7.3809563,7.39391435,7.38598085,7.3867742,7.4132192,7.40660795,7.38174965,7.37646065,7.38069185,7.37646065,7.4111036,7.37540285,7.38016295,7.36588265,7.3841297,7.3783118,7.4047568,7.37328725,7.356098,7.3994678,7.3947077,7.40026115,7.39126985,7.3629737,7.40237675,7.37170055,7.36799825,7.4052857,7.39814555,7.39920335,7.3767251,7.3873031,7.39761665,7.3952366,7.3830719,7.3846586,7.3619159,7.39021205,7.3814852,7.36482485,7.36482485,7.4216816,7.38492305,7.39973225,7.39285655,7.3566269,7.3846586,7.37381615,7.41612815,7.37011385,7.3904765,7.43199515,7.40079005,7.39021205,7.38915425,7.37381615,7.3814852,7.37963405,7.37910515,7.403699,7.40026115,7.37275835,7.3761962,7.36482485,7.3904765,7.38809645,7.3603292,7.3888898,7.38756755,7.36641155,7.382543,7.35001565,7.41983045,7.3640315,7.36905605,7.36429595,7.39232765,7.3677338,7.3809563,7.36694045,7.36852715,7.3947077,7.36165145,7.36165145,7.3894187,7.40184785,7.3999967,7.41771485,7.38174965,7.3883609,7.37117165,7.3672049,7.387832,7.350809,7.37540285,7.38069185,7.3608581,7.3830719,7.3767251
"rep19",7.382543,7.3867742,7.3820141,7.38333635,7.3566269,7.3989389,7.38492305,7.35742025,7.39126985,7.38650975,7.36535375,7.4100458,7.3656182,7.36429595,7.37910515,7.3777829,7.38968315,7.37646065,7.4169215,7.40290565,7.3910054,7.3968233,7.40607905,7.39179875,7.36958495,7.38756755,7.36482485,7.3798985,7.4021123,7.37698955,7.3867742,7.3640315,7.39021205,7.4079302,7.3888898,7.3497512,7.38545195,7.34155325,7.4058146,7.3915343,7.39841,7.3740806,7.37646065,7.38174965,7.38545195,7.38703865,7.39708775,7.37011385,7.382543,7.3904765,7.3888898,7.41771485,7.3867742,7.38280745,7.3894187,7.3814852,7.38333635,7.3862453,7.3672049,7.38915425,7.3492223,7.39497215,7.40555015,7.3756673,7.37381615,7.3555691,7.37011385,7.4021123,7.39655885,7.3957655,7.38174965,7.38439415,7.39391435,7.3851875,7.40237675,7.34631335,7.38545195,7.39602995,7.3936499,7.4015834,7.36429595,7.3635026,7.3714361,7.3925921,7.3989389,7.3677338,7.382543,7.3830719,7.39232765,7.3534535,7.3783118,7.3904765,7.3962944,7.39761665,7.41242585,7.39841,7.38756755,7.3947077,7.37487395,7.3592714
"rep20",7.43040845,7.3682627,7.41295475,7.366676,7.34631335,7.3412888,7.38227855,7.3836008,7.382543,7.3820141,7.35530465,7.41771485,7.39841,7.39074095,7.41189695,7.3798985,7.38386525,7.3867742,7.38174965,7.4052857,7.38545195,7.3730228,7.34842895,7.37646065,7.340231,7.38386525,7.39391435,7.38862535,7.3841297,7.387832,7.38703865,7.35054455,7.3851875,7.37910515,7.36270925,7.3830719,7.38069185,7.35054455,7.38386525,7.37963405,7.36799825,7.4021123,7.35953585,7.4095169,7.39841,7.3709072,7.3640315,7.38492305,7.3672049,7.39550105,7.3587425,7.3851875,7.3571558,7.38122075,7.37487395,7.424855,7.34842895,7.38650975,7.3804274,7.408988,7.40660795,7.3941788,7.3888898,7.38439415,7.3910054,7.38016295,7.3925921,7.37011385,7.3830719,7.38174965,7.408988,7.3883609,7.39391435,7.3857164,7.3777829,7.35847805,7.38439415,7.39285655,7.3899476,7.3973522,7.4079302,7.39841,7.35107345,7.3947077,7.38545195,7.3841297,7.408988,7.3894187,7.38016295,7.3777829,7.4021123,7.414277,7.37434505,7.39232765,7.36165145,7.40237675,7.39867445,7.403699,7.38069185,7.39550105
"rep21",7.3751384,7.40026115,7.38598085,7.3910054,7.3598003,7.37857625,7.39074095,7.37222945,7.35847805,7.37646065,7.4126903,7.3962944,7.3894187,7.3989389,7.3904765,7.393121,7.38862535,7.3978811,7.3624448,7.36429595,7.3957655,7.37487395,7.39126985,7.36482485,7.3587425,7.3920632,7.34552,7.39126985,7.41189695,7.35953585,7.38968315,7.38439415,7.37170055,7.39920335,7.382543,7.3539824,7.3756673,7.36799825,7.3836008,7.40502125,7.3894187,7.35900695,7.39232765,7.40819465,7.39232765,7.38915425,7.35636245,7.3883609,7.3635026,7.3761962,7.37434505,7.3767251,7.3957655,7.37487395,7.387832,7.3656182,7.38492305,7.39761665,7.39391435,7.3957655,7.3809563,7.4031701,7.39550105,7.39973225,7.3592714,7.37698955,7.3793696,7.38756755,7.3788407,7.38174965,7.39021205,7.4137481,7.3920632,7.40872355,7.3915343,7.39391435,7.4206238,7.38809645,7.3867742,7.3820141,7.3809563,7.4222105,7.3925921,7.3883609,7.37328725,7.3925921,7.3761962,7.3973522,7.43781305,7.3709072,7.3502801,7.3820141,7.39973225,7.3767251,7.39550105,7.37381615,7.39232765,7.3687916,7.382543,7.3873031
"rep22",7.38703865,7.40766575,7.36588265,7.38915425,7.36641155,7.3830719,7.3973522,7.37117165,7.371965,7.3687916,7.3883609,7.3804274,7.38756755,7.39126985,7.4042279,7.3894187,7.4095169,7.3693205,7.37751845,7.33890875,7.36218035,7.3809563,7.35424685,7.39074095,7.36905605,7.39867445,7.38703865,7.35160235,7.39920335,7.3767251,7.3783118,7.382543,7.3603292,7.36323815,7.34895785,7.38386525,7.36006475,7.39338545,7.3767251,7.36376705,7.3867742,7.3867742,7.3703783,7.382543,7.3857164,7.38439415,7.3941788,7.414277,7.41083915,7.3724939,7.38122075,7.3873031,7.39232765,7.38598085,7.3941788,7.3756673,7.38598085,7.3751384,7.37011385,7.3746095,7.43516855,7.39761665,7.382543,7.3836008,7.38069185,7.37381615,7.38703865,7.3793696,7.39867445,7.4010545,7.3978811,7.3629737,7.40079005,7.4026412,7.3703783,7.38809645,7.43093735,7.38862535,7.39655885,7.3502801,7.37275835,7.3830719,7.37857625,7.377254,7.3947077,7.3677338,7.3846586,7.37487395,7.36270925,7.39841,7.40396345,7.35424685,7.3650893,7.3619159,7.393121,7.39550105,7.39074095,7.3788407,7.4074013,7.38174965
